,animacy,order,length,item,verb,particle,WorkerId,acceptability
3489,anim,shifted,long,13_high_anim,rip,off,110,5
3490,anim,shifted,short,5_high_anim,scare,away,11,5
3491,inanim,shifted,long,9_high_inanim,wolf,down,111,5
3492,anim,unshifted,long,18_high_anim,pep,up,14,1
3493,inanim,shifted,long,11_low_inanim,deal,out,112,5
3494,anim,unshifted,long,6_high_anim,bring,back,113,4
3495,anim,shifted,short,18_high_anim,pep,up,151,5
3496,inanim,shifted,short,13_high_inanim,factor,in,115,5
3497,anim,shifted,short,4_low_anim,drive,back,19,4
3498,inanim,unshifted,short,13_high_inanim,factor,in,20,5
3499,inanim,unshifted,long,5_high_inanim,squirrel,away,21,2
3500,inanim,shifted,long,9_low_inanim,read,off,22,5
3501,inanim,shifted,long,5_low_inanim,argue,down,116,5
3502,inanim,shifted,short,14_low_inanim,buy,up,117,4
3503,inanim,shifted,long,14_high_inanim,stave,off,27,3
3504,inanim,unshifted,short,5_low_inanim,argue,down,29,4
3505,inanim,shifted,long,13_high_inanim,factor,in,30,4
3506,anim,shifted,long,14_high_anim,egg,on,31,5
3507,inanim,shifted,short,7_low_inanim,move,in,154,3
3508,anim,shifted,long,10_high_anim,rein,in,119,4
3509,inanim,shifted,short,15_high_inanim,pass,on,36,5
3510,anim,unshifted,long,10_high_anim,rein,in,38,2
3511,inanim,unshifted,long,20_high_inanim,divvy,up,122,2
3512,anim,unshifted,short,3_low_anim,send,away,39,5
3513,anim,unshifted,short,4_low_anim,drive,back,124,2
3514,inanim,shifted,short,4_low_inanim,force,back,40,5
3515,anim,unshifted,short,13_high_anim,rip,off,41,5
3516,anim,shifted,long,18_high_anim,pep,up,42,4
3517,inanim,unshifted,short,9_high_inanim,wolf,down,43,5
3518,inanim,shifted,short,20_high_inanim,divvy,up,44,5
3519,anim,unshifted,short,13_low_anim,talk,up,127,5
3520,inanim,shifted,long,14_low_inanim,buy,up,128,4
3521,anim,shifted,long,9_low_anim,lead,on,155,4
3522,inanim,unshifted,short,15_high_inanim,pass,on,53,2
3523,anim,shifted,long,5_low_anim,laugh,down,55,3
3524,anim,unshifted,long,6_high_anim,bring,back,129,2
3525,inanim,unshifted,short,14_low_inanim,buy,up,56,3
3526,inanim,shifted,long,14_low_inanim,buy,up,57,5
3527,inanim,unshifted,long,5_low_inanim,argue,down,59,2
3528,anim,unshifted,short,15_high_anim,bail,out,60,4
3529,anim,shifted,short,10_low_anim,show,out,131,4
3530,anim,shifted,long,5_high_anim,scare,away,62,4
3531,inanim,unshifted,long,5_low_inanim,argue,down,66,2
3532,anim,unshifted,short,5_high_anim,scare,away,67,5
3533,anim,shifted,long,6_high_anim,bring,back,68,4
3534,anim,shifted,long,6_low_anim,do,in,135,1
3535,inanim,shifted,long,13_high_inanim,factor,in,136,4
3536,anim,unshifted,short,8_high_anim,bog,down,137,4
3537,inanim,shifted,short,7_low_inanim,move,in,78,4
3538,anim,unshifted,long,13_low_anim,talk,up,80,1
3539,anim,shifted,short,18_high_anim,pep,up,138,5
3540,anim,shifted,short,10_low_anim,show,out,139,2
3541,anim,shifted,long,8_high_anim,bog,down,83,3
3542,inanim,unshifted,short,20_high_inanim,divvy,up,84,4
3543,anim,shifted,short,9_low_anim,lead,on,87,4
3544,anim,unshifted,long,5_low_anim,laugh,down,88,3
3545,anim,shifted,short,4_low_anim,drive,back,89,3
3546,inanim,shifted,long,13_high_inanim,factor,in,92,5
3547,anim,shifted,long,15_high_anim,bail,out,93,5
3548,inanim,unshifted,short,14_low_inanim,buy,up,94,5
3549,inanim,unshifted,short,13_high_inanim,factor,in,95,5
3550,anim,unshifted,short,14_high_anim,egg,on,143,4
3551,inanim,shifted,long,15_high_inanim,pass,on,145,4
3552,anim,shifted,short,15_high_anim,bail,out,97,4
3553,anim,unshifted,short,7_low_anim,see,off,98,5
3554,inanim,shifted,long,5_low_inanim,argue,down,153,4
3555,anim,unshifted,long,18_high_anim,pep,up,99,2
3556,inanim,unshifted,short,14_low_inanim,buy,up,101,4
3557,inanim,unshifted,long,16_high_inanim,flesh,out,102,2
3558,inanim,unshifted,short,10_low_inanim,have,on,103,4
3559,inanim,unshifted,short,4_low_inanim,force,back,105,2
3560,anim,unshifted,short,9_low_anim,lead,on,1,5
3561,anim,shifted,long,8_high_anim,bog,down,108,3
3562,inanim,unshifted,short,4_low_inanim,force,back,5,5
3563,anim,unshifted,short,9_low_anim,lead,on,109,4
3564,anim,shifted,long,6_low_anim,do,in,7,2
3565,inanim,unshifted,long,3_low_inanim,wish,away,8,2
3566,inanim,unshifted,long,3_low_inanim,wish,away,9,1
3567,inanim,unshifted,short,4_low_inanim,force,back,10,5
3568,inanim,unshifted,short,20_high_inanim,divvy,up,110,5
3569,anim,unshifted,long,13_low_anim,talk,up,12,3
3570,inanim,shifted,long,9_low_inanim,read,off,111,5
3571,anim,shifted,short,6_low_anim,do,in,13,4
3572,inanim,shifted,long,20_high_inanim,divvy,up,16,4
3573,inanim,unshifted,long,7_high_inanim,scale,back,113,4
3574,inanim,unshifted,long,7_low_inanim,move,in,114,5
3575,anim,unshifted,short,13_low_anim,talk,up,156,5
3576,anim,unshifted,long,18_high_anim,pep,up,19,2
3577,anim,shifted,short,6_high_anim,bring,back,20,4
3578,anim,unshifted,long,13_low_anim,talk,up,24,1
3579,inanim,unshifted,short,3_low_inanim,wish,away,152,2
3580,inanim,shifted,long,5_high_inanim,squirrel,away,116,5
3581,inanim,unshifted,short,13_high_inanim,factor,in,117,3
3582,anim,shifted,long,5_high_anim,scare,away,27,5
3583,inanim,unshifted,long,16_high_inanim,flesh,out,118,2
3584,inanim,unshifted,long,10_low_inanim,have,on,31,4
3585,anim,unshifted,short,4_low_anim,drive,back,32,4
3586,inanim,shifted,long,11_low_inanim,deal,out,36,4
3587,anim,shifted,short,14_high_anim,egg,on,120,4
3588,inanim,shifted,long,14_low_inanim,buy,up,122,5
3589,inanim,unshifted,long,5_high_inanim,squirrel,away,39,4
3590,inanim,unshifted,short,5_high_inanim,squirrel,away,41,5
3591,inanim,unshifted,long,11_low_inanim,deal,out,44,4
3592,inanim,shifted,short,20_high_inanim,divvy,up,45,5
3593,anim,unshifted,short,8_high_anim,bog,down,125,3
3594,anim,unshifted,long,18_high_anim,pep,up,46,1
3595,anim,shifted,long,10_low_anim,show,out,126,3
3596,inanim,unshifted,short,20_high_inanim,divvy,up,48,5
3597,inanim,unshifted,short,14_high_inanim,stave,off,49,5
3598,inanim,shifted,long,15_high_inanim,pass,on,128,5
3599,inanim,unshifted,short,7_low_inanim,move,in,155,3
3600,inanim,unshifted,long,16_high_inanim,flesh,out,52,2
3601,anim,unshifted,short,3_low_anim,send,away,53,5
3602,anim,shifted,short,5_high_anim,scare,away,55,5
3603,inanim,shifted,short,11_low_inanim,deal,out,129,5
3604,inanim,unshifted,long,5_high_inanim,squirrel,away,56,4
3605,anim,shifted,short,4_low_anim,drive,back,130,5
3606,inanim,shifted,short,5_low_inanim,argue,down,58,5
3607,inanim,unshifted,short,16_high_inanim,flesh,out,60,5
3608,inanim,shifted,long,5_high_inanim,squirrel,away,62,5
3609,inanim,unshifted,long,13_high_inanim,factor,in,65,5
3610,anim,shifted,short,5_low_anim,laugh,down,134,1
3611,inanim,shifted,long,14_low_inanim,buy,up,69,4
3612,anim,shifted,long,13_low_anim,talk,up,70,5
3613,inanim,unshifted,long,10_low_inanim,have,on,71,2
3614,anim,shifted,long,10_low_anim,show,out,136,4
3615,inanim,shifted,long,20_high_inanim,divvy,up,137,5
3616,anim,unshifted,long,5_low_anim,laugh,down,73,1
3617,anim,shifted,long,5_low_anim,laugh,down,76,4
3618,inanim,unshifted,short,15_high_inanim,pass,on,77,5
3619,inanim,shifted,short,20_high_inanim,divvy,up,138,5
3620,inanim,unshifted,long,5_low_inanim,argue,down,81,3
3621,anim,shifted,long,7_low_anim,see,off,82,3
3622,anim,unshifted,short,18_high_anim,pep,up,84,4
3623,anim,unshifted,long,8_high_anim,bog,down,85,2
3624,anim,unshifted,long,3_low_anim,send,away,140,3
3625,inanim,shifted,short,5_high_inanim,squirrel,away,86,5
3626,anim,shifted,long,14_high_anim,egg,on,89,4
3627,inanim,unshifted,long,10_low_inanim,have,on,90,4
3628,inanim,unshifted,short,13_high_inanim,factor,in,91,5
3629,anim,unshifted,long,3_low_anim,send,away,141,5
3630,inanim,unshifted,long,14_high_inanim,stave,off,96,2
3631,inanim,unshifted,long,15_high_inanim,pass,on,142,2
3632,inanim,unshifted,long,10_low_inanim,have,on,97,4
3633,anim,unshifted,long,13_high_anim,rip,off,98,3
3634,inanim,unshifted,short,7_low_inanim,move,in,149,5
3635,anim,unshifted,long,8_high_anim,bog,down,153,2
3636,inanim,shifted,short,9_high_inanim,wolf,down,99,5
3637,anim,unshifted,long,9_low_anim,lead,on,100,1
3638,inanim,shifted,long,7_low_inanim,move,in,107,3
3639,inanim,unshifted,long,9_high_inanim,wolf,down,5,1
3640,inanim,shifted,short,5_low_inanim,argue,down,109,4
3641,inanim,shifted,long,7_high_inanim,scale,back,6,5
3642,anim,unshifted,long,8_high_anim,bog,down,7,2
3643,anim,unshifted,short,5_low_anim,laugh,down,10,4
3644,anim,shifted,short,13_low_anim,talk,up,11,5
3645,anim,unshifted,short,14_high_anim,egg,on,12,5
3646,anim,shifted,short,18_high_anim,pep,up,111,4
3647,inanim,unshifted,long,14_low_inanim,buy,up,13,4
3648,inanim,shifted,short,3_low_inanim,wish,away,14,3
3649,inanim,shifted,short,3_low_inanim,wish,away,150,1
3650,inanim,shifted,short,10_low_inanim,have,on,15,5
3651,inanim,shifted,long,13_high_inanim,factor,in,17,5
3652,inanim,shifted,short,5_high_inanim,squirrel,away,114,5
3653,anim,shifted,long,6_high_anim,bring,back,156,5
3654,inanim,unshifted,long,9_low_inanim,read,off,20,5
3655,anim,unshifted,long,6_low_anim,do,in,22,1
3656,inanim,shifted,short,13_high_inanim,factor,in,24,5
3657,anim,unshifted,long,9_low_anim,lead,on,116,4
3658,anim,unshifted,long,15_high_anim,bail,out,117,1
3659,anim,unshifted,long,6_high_anim,bring,back,30,1
3660,anim,shifted,short,3_low_anim,send,away,154,4
3661,anim,unshifted,short,13_high_anim,rip,off,34,5
3662,inanim,shifted,short,5_high_inanim,squirrel,away,35,4
3663,anim,unshifted,short,9_low_anim,lead,on,37,5
3664,inanim,unshifted,long,9_high_inanim,wolf,down,121,4
3665,anim,shifted,long,3_low_anim,send,away,122,5
3666,inanim,shifted,short,9_low_inanim,read,off,41,5
3667,inanim,unshifted,short,16_high_inanim,flesh,out,42,4
3668,anim,unshifted,short,9_low_anim,lead,on,43,5
3669,anim,unshifted,short,7_low_anim,see,off,44,5
3670,inanim,unshifted,short,14_low_inanim,buy,up,45,5
3671,inanim,unshifted,short,5_low_inanim,argue,down,146,4
3672,inanim,unshifted,long,7_low_inanim,move,in,125,1
3673,inanim,shifted,short,3_low_inanim,wish,away,127,5
3674,anim,shifted,long,6_low_anim,do,in,48,3
3675,anim,unshifted,long,10_low_anim,show,out,49,3
3676,anim,shifted,long,5_low_anim,laugh,down,50,3
3677,anim,unshifted,short,15_high_anim,bail,out,51,4
3678,inanim,shifted,long,11_low_inanim,deal,out,52,4
3679,inanim,unshifted,short,7_low_inanim,move,in,53,4
3680,inanim,unshifted,short,9_high_inanim,wolf,down,55,3
3681,inanim,shifted,long,20_high_inanim,divvy,up,129,5
3682,anim,shifted,short,15_high_anim,bail,out,130,5
3683,inanim,shifted,long,13_high_inanim,factor,in,58,4
3684,anim,unshifted,long,7_low_anim,see,off,60,3
3685,inanim,shifted,long,9_low_inanim,read,off,131,5
3686,anim,shifted,long,9_low_anim,lead,on,133,4
3687,anim,unshifted,short,13_high_anim,rip,off,63,4
3688,inanim,shifted,long,4_low_inanim,force,back,147,2
3689,anim,shifted,long,15_high_anim,bail,out,66,4
3690,inanim,shifted,short,15_high_inanim,pass,on,135,5
3691,anim,shifted,short,6_high_anim,bring,back,70,4
3692,anim,shifted,short,13_high_anim,rip,off,136,5
3693,anim,unshifted,short,4_low_anim,drive,back,72,5
3694,anim,shifted,short,13_low_anim,talk,up,137,5
3695,inanim,shifted,long,10_low_inanim,have,on,75,5
3696,inanim,unshifted,long,5_low_inanim,argue,down,77,5
3697,anim,unshifted,long,8_high_anim,bog,down,78,4
3698,anim,shifted,long,4_low_anim,drive,back,79,3
3699,anim,shifted,long,9_low_anim,lead,on,138,4
3700,inanim,shifted,short,13_high_inanim,factor,in,81,5
3701,inanim,shifted,long,15_high_inanim,pass,on,82,5
3702,inanim,shifted,short,20_high_inanim,divvy,up,139,4
3703,anim,shifted,short,5_low_anim,laugh,down,83,2
3704,inanim,unshifted,short,13_high_inanim,factor,in,85,5
3705,anim,unshifted,short,9_low_anim,lead,on,86,4
3706,anim,shifted,short,15_high_anim,bail,out,87,5
3707,anim,shifted,short,6_high_anim,bring,back,91,4
3708,inanim,unshifted,short,15_high_inanim,pass,on,93,5
3709,inanim,unshifted,short,9_low_inanim,read,off,141,5
3710,inanim,unshifted,short,14_low_inanim,buy,up,96,4
3711,inanim,unshifted,long,7_low_inanim,move,in,142,2
3712,inanim,unshifted,short,5_low_inanim,argue,down,145,4
3713,inanim,unshifted,long,5_low_inanim,argue,down,98,4
3714,anim,shifted,short,9_low_anim,lead,on,99,5
3715,inanim,unshifted,long,9_low_inanim,read,off,100,3
3716,inanim,unshifted,long,9_low_inanim,read,off,104,2
3717,anim,shifted,long,13_high_anim,rip,off,105,5
3718,inanim,unshifted,short,9_high_inanim,wolf,down,106,5
3719,inanim,shifted,short,11_low_inanim,deal,out,1,5
3720,inanim,shifted,long,16_high_inanim,flesh,out,4,5
3721,anim,unshifted,short,15_high_anim,bail,out,109,5
3722,anim,shifted,short,15_high_anim,bail,out,6,5
3723,anim,unshifted,long,14_high_anim,egg,on,16,3
3724,inanim,unshifted,short,9_low_inanim,read,off,113,5
3725,inanim,unshifted,short,7_low_inanim,move,in,151,5
3726,inanim,shifted,long,16_high_inanim,flesh,out,115,5
3727,anim,unshifted,long,5_high_anim,scare,away,21,3
3728,inanim,shifted,long,16_high_inanim,flesh,out,22,5
3729,anim,unshifted,short,15_high_anim,bail,out,23,5
3730,inanim,shifted,long,10_low_inanim,have,on,25,4
3731,inanim,unshifted,long,13_high_inanim,factor,in,26,5
3732,inanim,unshifted,long,16_high_inanim,flesh,out,27,4
3733,anim,shifted,short,13_low_anim,talk,up,28,4
3734,anim,shifted,long,6_high_anim,bring,back,31,4
3735,inanim,shifted,short,9_high_inanim,wolf,down,33,5
3736,anim,unshifted,long,7_low_anim,see,off,119,4
3737,anim,unshifted,long,6_high_anim,bring,back,35,1
3738,anim,unshifted,short,15_high_anim,bail,out,37,3
3739,inanim,shifted,long,5_high_inanim,squirrel,away,120,5
3740,inanim,shifted,long,15_high_inanim,pass,on,38,5
3741,inanim,shifted,long,20_high_inanim,divvy,up,124,2
3742,inanim,shifted,long,3_low_inanim,wish,away,40,2
3743,anim,unshifted,short,8_high_anim,bog,down,43,5
3744,anim,shifted,long,4_low_anim,drive,back,45,5
3745,inanim,shifted,long,13_high_inanim,factor,in,125,2
3746,inanim,shifted,long,15_high_inanim,pass,on,46,4
3747,inanim,shifted,long,9_high_inanim,wolf,down,47,5
3748,inanim,shifted,long,13_high_inanim,factor,in,126,4
3749,inanim,unshifted,long,13_high_inanim,factor,in,127,3
3750,inanim,unshifted,short,9_high_inanim,wolf,down,50,3
3751,anim,unshifted,short,5_low_anim,laugh,down,52,1
3752,inanim,unshifted,short,15_high_inanim,pass,on,59,5
3753,inanim,unshifted,short,3_low_inanim,wish,away,60,4
3754,anim,unshifted,long,6_low_anim,do,in,61,1
3755,inanim,shifted,long,5_high_inanim,squirrel,away,132,5
3756,anim,unshifted,long,8_high_anim,bog,down,62,1
3757,inanim,shifted,short,9_high_inanim,wolf,down,63,4
3758,inanim,shifted,long,9_high_inanim,wolf,down,134,4
3759,anim,shifted,long,10_low_anim,show,out,147,4
3760,inanim,unshifted,long,4_low_inanim,force,back,67,2
3761,inanim,unshifted,short,10_low_inanim,have,on,135,5
3762,anim,unshifted,short,5_high_anim,scare,away,71,5
3763,inanim,shifted,short,11_low_inanim,deal,out,136,5
3764,inanim,unshifted,long,14_low_inanim,buy,up,72,3
3765,anim,unshifted,short,13_low_anim,talk,up,74,5
3766,anim,shifted,short,6_low_anim,do,in,75,3
3767,anim,unshifted,short,14_high_anim,egg,on,79,5
3768,anim,unshifted,long,13_high_anim,rip,off,80,1
3769,anim,shifted,long,8_high_anim,bog,down,138,4
3770,anim,unshifted,short,5_high_anim,scare,away,82,5
3771,anim,shifted,short,7_low_anim,see,off,84,3
3772,anim,unshifted,short,15_high_anim,bail,out,86,5
3773,inanim,unshifted,long,13_high_inanim,factor,in,89,2
3774,anim,shifted,short,3_low_anim,send,away,91,5
3775,inanim,unshifted,short,9_high_inanim,wolf,down,92,5
3776,anim,unshifted,long,14_high_anim,egg,on,141,1
3777,inanim,shifted,long,16_high_inanim,flesh,out,94,5
3778,inanim,shifted,short,14_low_inanim,buy,up,95,5
3779,anim,unshifted,short,9_low_anim,lead,on,142,4
3780,inanim,shifted,long,16_high_inanim,flesh,out,143,4
3781,inanim,unshifted,long,20_high_inanim,divvy,up,145,2
3782,inanim,shifted,long,9_high_inanim,wolf,down,98,5
3783,anim,shifted,short,3_low_anim,send,away,153,4
3784,inanim,unshifted,short,11_low_inanim,deal,out,99,4
3785,inanim,shifted,long,5_low_inanim,argue,down,102,5
3786,anim,shifted,short,3_low_anim,send,away,103,3
3787,inanim,unshifted,long,3_low_inanim,wish,away,105,1
3788,inanim,shifted,long,13_high_inanim,factor,in,1,4
3789,inanim,unshifted,long,20_high_inanim,divvy,up,3,5
3790,anim,unshifted,long,6_low_anim,do,in,4,2
3791,anim,unshifted,short,7_low_anim,see,off,108,4
3792,anim,shifted,long,6_low_anim,do,in,8,3
3793,inanim,shifted,short,14_low_inanim,buy,up,9,5
3794,inanim,shifted,long,5_low_inanim,argue,down,110,4
3795,anim,shifted,long,4_low_anim,drive,back,12,4
3796,anim,unshifted,long,14_high_anim,egg,on,13,4
3797,anim,shifted,short,3_low_anim,send,away,112,5
3798,anim,shifted,long,6_high_anim,bring,back,150,2
3799,inanim,unshifted,long,5_high_inanim,squirrel,away,15,4
3800,inanim,unshifted,short,9_high_inanim,wolf,down,113,5
3801,inanim,unshifted,long,11_low_inanim,deal,out,18,4
3802,anim,unshifted,short,14_high_anim,egg,on,115,5
3803,anim,unshifted,short,10_high_anim,rein,in,20,5
3804,inanim,shifted,short,10_low_inanim,have,on,21,5
3805,anim,shifted,short,6_low_anim,do,in,23,5
3806,anim,unshifted,short,13_low_anim,talk,up,26,5
3807,inanim,unshifted,short,4_low_inanim,force,back,27,5
3808,anim,shifted,short,13_low_anim,talk,up,30,5
3809,anim,shifted,short,4_low_anim,drive,back,31,1
3810,anim,shifted,short,6_high_anim,bring,back,154,5
3811,anim,shifted,short,8_high_anim,bog,down,33,5
3812,inanim,unshifted,long,20_high_inanim,divvy,up,34,3
3813,inanim,unshifted,long,3_low_inanim,wish,away,120,2
3814,inanim,shifted,short,14_low_inanim,buy,up,121,5
3815,inanim,shifted,long,15_high_inanim,pass,on,122,5
3816,anim,unshifted,short,5_low_anim,laugh,down,123,2
3817,anim,shifted,short,13_low_anim,talk,up,124,2
3818,inanim,shifted,long,10_low_inanim,have,on,43,5
3819,inanim,unshifted,short,7_high_inanim,scale,back,45,4
3820,inanim,unshifted,long,14_low_inanim,buy,up,126,4
3821,inanim,unshifted,long,13_high_inanim,factor,in,49,3
3822,inanim,unshifted,short,14_high_inanim,stave,off,128,4
3823,anim,unshifted,short,4_low_anim,drive,back,51,4
3824,inanim,shifted,short,20_high_inanim,divvy,up,155,5
3825,inanim,shifted,long,16_high_inanim,flesh,out,53,2
3826,anim,unshifted,short,10_low_anim,show,out,148,5
3827,anim,unshifted,short,14_high_anim,egg,on,56,4
3828,anim,shifted,long,14_high_anim,egg,on,57,5
3829,anim,shifted,short,13_low_anim,talk,up,58,4
3830,anim,shifted,long,8_high_anim,bog,down,61,4
3831,anim,shifted,long,4_low_anim,drive,back,131,4
3832,inanim,unshifted,long,16_high_inanim,flesh,out,62,2
3833,inanim,unshifted,long,5_high_inanim,squirrel,away,133,3
3834,anim,unshifted,short,8_high_anim,bog,down,64,5
3835,anim,unshifted,short,14_high_anim,egg,on,134,5
3836,inanim,unshifted,short,16_high_inanim,flesh,out,147,5
3837,anim,shifted,short,15_high_anim,bail,out,67,5
3838,anim,unshifted,short,5_high_anim,scare,away,68,5
3839,inanim,shifted,long,15_high_inanim,pass,on,69,5
3840,inanim,unshifted,short,16_high_inanim,flesh,out,137,4
3841,anim,shifted,short,5_high_anim,scare,away,75,4
3842,inanim,shifted,short,11_low_inanim,deal,out,76,5
3843,inanim,shifted,long,4_low_inanim,force,back,140,5
3844,inanim,unshifted,short,14_high_inanim,stave,off,87,2
3845,anim,shifted,short,13_low_anim,talk,up,141,5
3846,anim,unshifted,short,13_low_anim,talk,up,144,4
3847,anim,shifted,short,8_high_anim,bog,down,145,3
3848,inanim,shifted,long,15_high_inanim,pass,on,97,5
3849,anim,shifted,short,8_high_anim,bog,down,99,5
3850,inanim,shifted,short,15_high_inanim,pass,on,100,5
3851,anim,unshifted,long,6_low_anim,do,in,101,2
3852,anim,unshifted,long,15_high_anim,bail,out,103,2
3853,inanim,shifted,short,9_high_inanim,wolf,down,107,5
3854,inanim,shifted,short,4_low_inanim,force,back,2,5
3855,inanim,unshifted,long,4_low_inanim,force,back,3,3
3856,inanim,unshifted,short,15_high_inanim,pass,on,108,5
3857,inanim,unshifted,long,4_low_inanim,force,back,6,2
3858,anim,unshifted,short,10_low_anim,show,out,9,5
3859,anim,unshifted,short,18_high_anim,pep,up,10,4
3860,inanim,unshifted,short,13_high_inanim,factor,in,110,5
3861,inanim,shifted,long,10_low_inanim,have,on,11,5
3862,inanim,shifted,short,20_high_inanim,divvy,up,111,3
3863,anim,unshifted,short,5_high_anim,scare,away,14,5
3864,inanim,unshifted,long,11_low_inanim,deal,out,15,1
3865,inanim,shifted,short,14_high_inanim,stave,off,16,2
3866,anim,shifted,short,6_low_anim,do,in,113,2
3867,anim,unshifted,short,15_high_anim,bail,out,17,5
3868,inanim,shifted,long,20_high_inanim,divvy,up,114,5
3869,inanim,unshifted,long,13_high_inanim,factor,in,156,2
3870,inanim,shifted,long,15_high_inanim,pass,on,19,4
3871,inanim,shifted,long,3_low_inanim,wish,away,22,3
3872,anim,shifted,short,13_low_anim,talk,up,152,2
3873,anim,unshifted,short,5_low_anim,laugh,down,116,4
3874,inanim,shifted,short,11_low_inanim,deal,out,28,4
3875,anim,shifted,long,6_high_anim,bring,back,29,5
3876,inanim,shifted,long,5_high_inanim,squirrel,away,118,4
3877,inanim,shifted,short,7_high_inanim,scale,back,154,5
3878,anim,shifted,long,7_low_anim,see,off,34,4
3879,anim,unshifted,short,4_low_anim,drive,back,35,4
3880,anim,unshifted,long,3_low_anim,send,away,37,2
3881,inanim,shifted,short,3_low_inanim,wish,away,38,4
3882,inanim,shifted,long,9_high_inanim,wolf,down,39,5
3883,inanim,shifted,short,7_high_inanim,scale,back,123,2
3884,anim,shifted,long,10_high_anim,rein,in,124,2
3885,anim,shifted,long,7_low_anim,see,off,41,4
3886,inanim,shifted,short,5_high_inanim,squirrel,away,42,4
3887,inanim,shifted,short,4_low_inanim,force,back,44,5
3888,anim,shifted,short,5_high_anim,scare,away,125,4
3889,anim,unshifted,long,5_high_anim,scare,away,47,4
3890,anim,shifted,short,6_high_anim,bring,back,48,5
3891,anim,unshifted,short,5_high_anim,scare,away,49,5
3892,anim,unshifted,long,14_high_anim,egg,on,50,2
3893,anim,shifted,short,10_high_anim,rein,in,53,5
3894,inanim,shifted,long,16_high_inanim,flesh,out,56,4
3895,anim,unshifted,short,4_low_anim,drive,back,60,4
3896,anim,shifted,long,15_high_anim,bail,out,131,5
3897,inanim,shifted,short,14_low_inanim,buy,up,132,5
3898,inanim,shifted,long,5_low_inanim,argue,down,62,5
3899,anim,unshifted,short,14_high_anim,egg,on,133,5
3900,inanim,shifted,long,14_low_inanim,buy,up,63,4
3901,inanim,unshifted,short,16_high_inanim,flesh,out,64,5
3902,inanim,shifted,long,3_low_inanim,wish,away,66,4
3903,anim,unshifted,short,13_low_anim,talk,up,67,4
3904,anim,unshifted,long,8_high_anim,bog,down,135,2
3905,anim,shifted,short,9_low_anim,lead,on,69,4
3906,inanim,unshifted,long,15_high_inanim,pass,on,136,3
3907,inanim,shifted,short,5_low_inanim,argue,down,137,5
3908,inanim,unshifted,short,5_low_inanim,argue,down,74,5
3909,inanim,shifted,short,11_low_inanim,deal,out,75,3
3910,anim,shifted,long,4_low_anim,drive,back,77,3
3911,anim,unshifted,short,18_high_anim,pep,up,78,5
3912,anim,unshifted,short,3_low_anim,send,away,80,5
3913,inanim,unshifted,long,5_high_inanim,squirrel,away,81,3
3914,inanim,shifted,long,16_high_inanim,flesh,out,139,4
3915,inanim,shifted,short,14_low_inanim,buy,up,84,4
3916,inanim,unshifted,long,7_low_inanim,move,in,86,2
3917,inanim,shifted,long,15_high_inanim,pass,on,90,5
3918,inanim,shifted,long,16_high_inanim,flesh,out,93,3
3919,anim,shifted,short,5_low_anim,laugh,down,143,1
3920,anim,unshifted,short,5_high_anim,scare,away,144,5
3921,inanim,shifted,long,3_low_inanim,wish,away,98,4
3922,inanim,shifted,short,20_high_inanim,divvy,up,149,5
3923,inanim,unshifted,long,9_high_inanim,wolf,down,153,5
3924,anim,shifted,short,14_high_anim,egg,on,100,5
3925,inanim,unshifted,long,15_high_inanim,pass,on,106,4
3926,anim,shifted,long,7_low_anim,see,off,107,5
3927,anim,unshifted,long,13_low_anim,talk,up,2,1
3928,inanim,shifted,short,4_low_inanim,force,back,4,5
3929,inanim,shifted,long,11_low_inanim,deal,out,5,4
3930,inanim,shifted,short,9_high_inanim,wolf,down,6,4
3931,anim,unshifted,long,4_low_anim,drive,back,7,1
3932,inanim,unshifted,long,16_high_inanim,flesh,out,8,1
3933,anim,shifted,short,6_high_anim,bring,back,110,5
3934,inanim,shifted,short,10_low_inanim,have,on,12,5
3935,anim,unshifted,short,7_low_anim,see,off,111,4
3936,inanim,shifted,short,9_low_inanim,read,off,14,3
3937,anim,unshifted,long,8_high_anim,bog,down,112,5
3938,inanim,unshifted,long,14_low_inanim,buy,up,16,2
3939,anim,unshifted,short,4_low_anim,drive,back,17,5
3940,anim,shifted,short,10_low_anim,show,out,18,4
3941,anim,shifted,short,13_high_anim,rip,off,114,5
3942,anim,unshifted,long,10_low_anim,show,out,156,3
3943,inanim,shifted,short,3_low_inanim,wish,away,19,4
3944,anim,unshifted,long,9_low_anim,lead,on,20,2
3945,anim,unshifted,long,13_high_anim,rip,off,21,2
3946,anim,shifted,long,18_high_anim,pep,up,23,5
3947,inanim,unshifted,short,15_high_inanim,pass,on,24,5
3948,anim,unshifted,long,4_low_anim,drive,back,117,2
3949,anim,shifted,short,6_high_anim,bring,back,27,5
3950,anim,shifted,long,10_low_anim,show,out,28,2
3951,anim,unshifted,short,6_low_anim,do,in,29,4
3952,inanim,shifted,long,10_low_inanim,have,on,30,5
3953,anim,shifted,long,10_high_anim,rein,in,32,5
3954,inanim,shifted,short,16_high_inanim,flesh,out,33,5
3955,inanim,shifted,short,11_low_inanim,deal,out,119,3
3956,inanim,shifted,long,20_high_inanim,divvy,up,37,4
3957,inanim,shifted,short,9_low_inanim,read,off,122,5
3958,anim,shifted,long,10_high_anim,rein,in,42,3
3959,anim,shifted,short,5_high_anim,scare,away,43,5
3960,inanim,shifted,long,16_high_inanim,flesh,out,44,4
