WorkerId,item,shifted,verb_bias,length,acceptability,sentence
14,18,unshifted,nps,long,4,Shelly disclosed top secret plans for a large fleet of defense missiles in May.
31,29,shifted,nps,short,2,Mike dictated last year the words.
54,11,unshifted,np,long,4,The woman described the best routes to the Santa Monica beach and pier by phone.
32,19,shifted,np,short,2,The woman carried in August the records.
17,26,unshifted,np,long,2,Janet transferred some more specific plans for a brand new defense plant at dawn.
21,2,unshifted,nps,short,2,Mary mentioned the ads at tea.
1,3,shifted,nps,short,2,Mark mentioned very quickly the flyers.
49,12,shifted,nps,long,4,The lawyer acknowledged with confidence each piece of the evidence in the tax fraud cases.
34,0,unshifted,np,short,5,The manager presented the styles at noon.
46,11,shifted,np,short,1,The woman described by phone the route.
7,31,unshifted,nps,short,4,Jason broadcast the race with glee.
9,22,shifted,nps,long,2,Steven communicated during break a seven page letter with many details of the trip.
12,26,shifted,nps,long,5,Janet revealed at dawn some more specific plans for a brand new defense plant.
27,11,unshifted,np,long,4,The woman described the best routes to the Santa Monica beach and pier by phone.
52,19,shifted,nps,short,1,The woman disclosed in August the records.
39,1,shifted,np,long,4,The contractor presented in July the plans for a lagoon and waterfall with red clay.
15,28,unshifted,nps,short,4,Kathy dictated the poem last night.
41,1,unshifted,np,long,3,The contractor presented the plans for a lagoon and waterfall with red clay in July.
16,30,unshifted,nps,short,4,Amy broadcast the game last week.
42,30,shifted,np,short,3,Amy forfeited last week the game.
18,31,shifted,np,short,3,Jason forfeited with glee the race.
20,23,shifted,np,long,4,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
29,13,shifted,nps,short,2,The editor acknowledged at supper the details.
2,22,unshifted,nps,long,2,Steven communicated a seven page letter with many details of the trip during break.
23,0,shifted,nps,long,2,The manager exhibited at noon the new line of bright summer beach and resort fashions.
45,18,shifted,nps,long,2,Shelly disclosed in May top secret plans for a large fleet of defense missiles.
24,9,unshifted,nps,long,2,Brian explained all of the answers on the twenty point English quiz at lunch.
44,31,shifted,nps,long,5,Jason broadcast with glee all of the winnings for the past seven horse races.
36,16,shifted,np,long,2,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
25,30,unshifted,nps,short,4,Amy broadcast the game last week.
26,24,shifted,np,short,1,Sam donated on Sunday a treasure.
35,0,shifted,nps,long,3,The manager exhibited at noon the new line of bright summer beach and resort fashions.
50,20,unshifted,np,short,5,David furnished the facts with hesitation.
8,9,shifted,np,short,5,Brian released at lunch the quiz.
38,5,unshifted,nps,short,5,The manager demonstrated the sports gear at three.
31,5,unshifted,nps,long,2,The manager demonstrated the new sports line of running shoes and bicycling gear at three.
54,13,unshifted,nps,long,2,The editor acknowledged the first drafts of a long article and book review at supper.
37,17,unshifted,np,short,5,Todd delivered some gifts at once.
40,21,unshifted,np,long,4,Jessica furnished the awful news of the refugees in the Far East last summer.
17,24,unshifted,nps,short,4,Sam recommended a treasure on Sunday.
19,14,shifted,np,long,4,The president introduced on Monday the new vice chair of the first corporate finance group.
43,14,unshifted,nps,short,5,The president announced the captain on Monday.
51,3,shifted,nps,short,4,Mark mentioned very quickly the flyers.
28,10,shifted,nps,short,2,Alex indicated in detail the offer.
21,29,unshifted,np,long,5,Mike recited the words to a popular country song in the South last year.
1,10,unshifted,np,long,5,Alex described each of the key points of conflict in an interview in detail.
33,30,unshifted,np,short,3,Amy forfeited the game last week.
48,1,shifted,nps,long,4,The contractor exhibited in July the plans for a lagoon and waterfall with red clay.
49,16,shifted,nps,short,3,Judy suggested in March a dress.
53,26,shifted,nps,short,2,Janet revealed at dawn some graphs.
5,24,unshifted,np,short,5,Sam donated a treasure on Sunday.
46,20,shifted,nps,short,1,David reported with hesitation the facts.
6,6,unshifted,nps,long,5,Robert proposed one round trip plane ticket from New York to Atlanta last semester.
11,8,unshifted,nps,short,5,Jake explained the figures on Friday.
27,31,unshifted,nps,short,2,Jason broadcast the race with glee.
13,2,shifted,np,long,4,Mary returned at tea the used car ad for a Chevrolet with low mileage.
15,31,unshifted,nps,long,4,Jason broadcast all of the winnings for the past seven horse races with glee.
16,24,shifted,np,long,3,Sam donated on Sunday an old treasure chest with some silver and gold trinkets.
42,17,unshifted,np,short,5,Todd delivered some gifts at once.
18,21,unshifted,np,long,2,Jessica furnished the awful news of the refugees in the Far East last summer.
20,15,unshifted,nps,short,5,The teacher announced the test with care.
29,15,shifted,np,long,4,The teacher introduced with care some hard math concepts for the one hundred point final.
30,12,shifted,np,short,3,The lawyer distributed with confidence the dividends.
2,20,unshifted,np,long,1,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
45,9,unshifted,nps,short,5,Brian explained the quiz at lunch.
24,24,unshifted,np,short,5,Sam donated a treasure on Sunday.
44,1,shifted,nps,long,4,The contractor exhibited in July the plans for a lagoon and waterfall with red clay.
36,24,unshifted,np,long,5,Sam donated an old treasure chest with some silver and gold trinkets on Sunday.
26,8,unshifted,np,long,5,Jake released all of the facts for the import and export taxes on Friday.
12,15,shifted,nps,short,2,The teacher announced with care the test.
31,19,unshifted,nps,long,4,The woman disclosed the birth and school records of the three young children in August.
37,2,shifted,np,long,2,Mary returned at tea the used car ad for a Chevrolet with low mileage.
41,21,shifted,nps,short,1,Jessica reported last summer the news.
51,0,unshifted,nps,short,4,The manager exhibited the styles at noon.
28,4,shifted,nps,short,1,The dealer demonstrated at ten a car.
1,17,shifted,np,long,4,Todd delivered at once a large package with lots of presents for small children.
33,31,shifted,nps,short,4,Jason broadcast with glee the race.
23,30,shifted,nps,long,2,Amy broadcast last week the high school girls state swimming title in New York.
49,13,unshifted,nps,long,5,The editor acknowledged the first drafts of a long article and book review at supper.
25,13,shifted,np,short,4,The editor distributed at supper the details.
35,31,unshifted,nps,long,4,Jason broadcast all of the winnings for the past seven horse races with glee.
46,17,shifted,nps,long,3,Todd suggested at once a large package with lots of presents for small children.
7,1,unshifted,nps,short,4,The contractor exhibited the display in July.
8,18,unshifted,nps,short,5,Shelly disclosed notes in May.
10,11,unshifted,np,short,5,The woman described the route by phone.
39,5,shifted,nps,long,2,The manager demonstrated at three the new sports line of running shoes and bicycling gear.
32,10,unshifted,nps,long,NA,Alex indicated each of the key points of conflict in an interview in detail.
16,19,shifted,nps,long,3,The woman disclosed in August the birth and school records of the three young children.
22,16,shifted,nps,long,4,Judy suggested in March a gorgeous red and black silk dress with sparkling sequins.
29,0,unshifted,np,long,4,The manager presented the new line of bright summer beach and resort fashions at noon.
2,11,unshifted,nps,short,3,The woman indicated the route by phone.
3,11,shifted,nps,short,2,The woman indicated by phone the route.
45,3,unshifted,nps,short,5,Mark mentioned the flyers very quickly.
34,27,unshifted,np,long,5,Bobby transferred the short documents to the old mansion on the hill at dusk.
24,1,unshifted,np,short,5,The contractor presented the display in July.
53,8,unshifted,np,long,5,Jake released all of the facts for the import and export taxes on Friday.
5,17,unshifted,np,short,4,Todd delivered some gifts at once.
50,22,unshifted,nps,short,2,Steven communicated a letter during break.
38,16,shifted,np,short,4,Judy delivered in March a dress.
9,5,shifted,nps,short,2,The manager demonstrated at three the sports gear.
12,0,unshifted,nps,short,5,The manager exhibited the styles at noon.
27,28,unshifted,nps,long,4,Kathy dictated all three verses from an old and famous French poem last night.
52,11,shifted,nps,short,3,The woman indicated by phone the route.
14,10,unshifted,nps,long,5,Alex indicated each of the key points of conflict in an interview in detail.
54,12,shifted,nps,long,4,The lawyer acknowledged with confidence each piece of the evidence in the tax fraud cases.
40,24,shifted,np,short,4,Sam donated on Sunday a treasure.
43,11,shifted,np,short,2,The woman described by phone the route.
51,21,unshifted,np,short,2,Jessica furnished the news last summer.
48,20,shifted,nps,short,4,David reported with hesitation the facts.
36,13,unshifted,np,short,5,The editor distributed the details at supper.
4,27,shifted,nps,long,1,Bobby revealed at dusk the short documents to the old mansion on the hill.
35,20,unshifted,nps,short,5,David reported the facts with hesitation.
46,0,unshifted,np,long,5,The manager presented the new line of bright summer beach and resort fashions at noon.
6,28,shifted,np,short,5,Kathy recited last night the poem.
7,27,shifted,nps,long,3,Bobby revealed at dusk the short documents to the old mansion on the hill.
8,26,shifted,np,long,5,Janet transferred at dawn some more specific plans for a brand new defense plant.
10,2,shifted,nps,short,2,Mary mentioned at tea the ads.
13,6,shifted,np,long,5,Robert relinquished last semester one round trip plane ticket from New York to Atlanta.
37,20,unshifted,np,long,5,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
41,31,unshifted,np,long,1,Jason forfeited all of the winnings for the past seven horse races with glee.
16,23,unshifted,nps,short,3,Raymond communicated a memo very loudly.
17,2,shifted,nps,long,1,Mary mentioned at tea the used car ad for a Chevrolet with low mileage.
18,17,shifted,np,short,4,Todd delivered at once some gifts.
20,21,shifted,nps,short,3,Jessica reported last summer the news.
21,30,unshifted,nps,long,3,Amy broadcast the high school girls state swimming title in New York last week.
22,29,shifted,np,long,3,Mike recited last year the words to a popular country song in the South.
29,18,unshifted,nps,long,3,Shelly disclosed top secret plans for a large fleet of defense missiles in May.
47,26,unshifted,np,long,3,Janet transferred some more specific plans for a brand new defense plant at dawn.
2,3,unshifted,nps,long,4,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
3,23,unshifted,nps,long,5,Raymond communicated a five page plan of withdrawal for the allied troops very loudly.
23,22,unshifted,np,long,4,Steven addressed a seven page letter with many details of the trip during break.
45,20,unshifted,np,short,4,David furnished the facts with hesitation.
34,5,shifted,np,long,5,The manager transported at three the new sports line of running shoes and bicycling gear.
53,10,unshifted,np,short,5,Alex described the offer in detail.
44,8,unshifted,nps,short,5,Jake explained the figures on Friday.
26,23,unshifted,nps,long,2,Raymond communicated a five page plan of withdrawal for the allied troops very loudly.
50,9,unshifted,nps,short,5,Brian explained the quiz at lunch.
38,11,unshifted,nps,short,5,The woman indicated the route by phone.
9,2,unshifted,nps,short,3,Mary mentioned the ads at tea.
12,20,shifted,np,short,3,David furnished with hesitation the facts.
14,21,unshifted,nps,short,5,Jessica reported the news last summer.
39,24,shifted,np,long,4,Sam donated on Sunday an old treasure chest with some silver and gold trinkets.
54,29,shifted,np,short,1,Mike recited last year the words.
40,2,unshifted,nps,short,5,Mary mentioned the ads at tea.
43,2,unshifted,np,short,2,Mary returned the ads at tea.
51,4,unshifted,np,long,3,The dealer transported a brand new speedy silver sports car with chrome bumpers at ten.
30,20,unshifted,np,short,4,David furnished the facts with hesitation.
1,16,unshifted,nps,short,4,Judy suggested a dress in March.
48,0,unshifted,np,long,4,The manager presented the new line of bright summer beach and resort fashions at noon.
36,19,unshifted,nps,long,5,The woman disclosed the birth and school records of the three young children in August.
4,12,shifted,nps,long,3,The lawyer acknowledged with confidence each piece of the evidence in the tax fraud cases.
5,3,unshifted,nps,long,4,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
46,30,unshifted,np,long,4,Amy forfeited the high school girls state swimming title in New York last week.
6,22,shifted,nps,short,1,Steven communicated during break a letter.
10,14,shifted,np,long,4,The president introduced on Monday the new vice chair of the first corporate finance group.
11,18,unshifted,nps,long,5,Shelly disclosed top secret plans for a large fleet of defense missiles in May.
52,1,shifted,np,short,3,The contractor presented in July the display.
15,10,shifted,np,short,4,Alex described in detail the offer.
29,28,shifted,nps,short,2,Kathy dictated last night the poem.
33,20,shifted,nps,long,1,David reported with hesitation the facts on the strange bank robbery crimes in Utah.
2,10,shifted,nps,short,3,Alex indicated in detail the offer.
3,27,unshifted,nps,short,4,Bobby revealed the deeds at dusk.
34,2,unshifted,np,long,5,Mary returned the used car ad for a Chevrolet with low mileage at tea.
24,8,shifted,nps,long,4,Jake explained on Friday all of the facts for the import and export taxes.
25,23,unshifted,nps,short,4,Raymond communicated a memo very loudly.
8,20,shifted,nps,long,5,David reported with hesitation the facts on the strange bank robbery crimes in Utah.
38,6,shifted,np,long,4,Robert relinquished last semester one round trip plane ticket from New York to Atlanta.
27,17,unshifted,nps,short,1,Todd suggested some gifts at once.
13,7,unshifted,np,long,5,Donald relinquished some great front row center seats for the last performance with joy.
14,2,unshifted,np,short,4,Mary returned the ads at tea.
31,16,shifted,np,long,2,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
39,27,unshifted,nps,long,4,Bobby revealed the short documents to the old mansion on the hill at dusk.
32,28,shifted,nps,short,2,Kathy dictated last night the poem.
41,16,shifted,np,long,5,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
17,12,shifted,nps,long,4,The lawyer acknowledged with confidence each piece of the evidence in the tax fraud cases.
18,27,unshifted,nps,short,5,Bobby revealed the deeds at dusk.
43,23,unshifted,np,long,4,Raymond addressed a five page plan of withdrawal for the allied troops very loudly.
28,11,unshifted,nps,short,4,The woman indicated the route by phone.
30,28,unshifted,np,short,5,Kathy recited the poem last night.
1,31,shifted,np,long,4,Jason forfeited with glee all of the winnings for the past seven horse races.
48,19,shifted,np,short,1,The woman carried in August the records.
45,31,unshifted,np,long,3,Jason forfeited all of the winnings for the past seven horse races with glee.
44,22,shifted,np,long,4,Steven addressed during break a seven page letter with many details of the trip.
4,6,shifted,nps,long,1,Robert proposed last semester one round trip plane ticket from New York to Atlanta.
5,31,unshifted,np,short,5,Jason forfeited the race with glee.
35,29,shifted,np,long,4,Mike recited last year the words to a popular country song in the South.
46,27,unshifted,np,short,5,Bobby transferred the deeds at dusk.
50,15,unshifted,nps,short,5,The teacher announced the test with care.
11,11,shifted,np,short,4,The woman described by phone the route.
52,13,shifted,np,long,2,The editor distributed at supper the first drafts of a long article and book review.
54,24,unshifted,nps,short,2,Sam recommended a treasure on Sunday.
40,5,shifted,nps,short,4,The manager demonstrated at three the sports gear.
20,31,unshifted,np,long,4,Jason forfeited all of the winnings for the past seven horse races with glee.
22,9,unshifted,np,long,3,Brian released all of the answers on the twenty point English quiz at lunch.
47,24,unshifted,nps,short,5,Sam recommended a treasure on Sunday.
33,23,unshifted,np,short,4,Raymond addressed a memo very loudly.
2,18,shifted,nps,short,1,Shelly disclosed in May notes.
23,28,unshifted,nps,short,5,Kathy dictated the poem last night.
49,23,shifted,nps,short,2,Raymond communicated very loudly a memo.
24,5,unshifted,nps,short,4,The manager demonstrated the sports gear at three.
53,6,unshifted,nps,short,1,Robert proposed one plane ticket last semester.
6,15,shifted,nps,short,3,The teacher announced with care the test.
38,2,shifted,np,long,2,Mary returned at tea the used car ad for a Chevrolet with low mileage.
10,26,unshifted,np,short,4,Janet transferred some graphs at dawn.
12,23,unshifted,nps,short,5,Raymond communicated a memo very loudly.
27,1,unshifted,nps,short,4,The contractor exhibited the display in July.
13,20,unshifted,np,long,5,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
14,20,shifted,nps,short,4,David reported with hesitation the facts.
31,23,shifted,np,long,3,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
37,26,unshifted,nps,short,5,Janet revealed some graphs at dawn.
15,22,unshifted,np,long,3,Steven addressed a seven page letter with many details of the trip during break.
41,23,shifted,np,long,1,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
42,15,unshifted,nps,long,4,The teacher announced some hard math concepts for the one hundred point final with care.
19,30,shifted,nps,long,1,Amy broadcast last week the high school girls state swimming title in New York.
43,29,unshifted,nps,short,5,Mike dictated the words last year.
28,17,unshifted,np,short,3,Todd delivered some gifts at once.
21,14,unshifted,np,long,5,The president introduced the new vice chair of the first corporate finance group on Monday.
30,14,shifted,nps,short,3,The president announced on Monday the captain.
48,18,unshifted,nps,long,5,Shelly disclosed top secret plans for a large fleet of defense missiles in May.
36,30,shifted,np,long,1,Amy forfeited last week the high school girls state swimming title in New York.
25,7,shifted,np,short,3,Donald relinquished with joy some drafts.
4,30,shifted,nps,short,1,Amy broadcast last week the game.
5,10,shifted,nps,short,3,Alex indicated in detail the offer.
7,0,shifted,nps,short,2,The manager exhibited at noon the styles.
8,23,unshifted,np,short,5,Raymond addressed a memo very loudly.
9,31,shifted,np,short,3,Jason forfeited with glee the race.
11,5,shifted,np,short,2,The manager transported at three the sports gear.
52,10,unshifted,np,short,5,Alex described the offer in detail.
39,8,unshifted,np,short,5,Jake released the figures on Friday.
40,8,unshifted,np,long,4,Jake released all of the facts for the import and export taxes on Friday.
32,24,shifted,nps,long,4,Sam recommended on Sunday an old treasure chest with some silver and gold trinkets.
17,10,shifted,np,long,4,Alex described in detail each of the key points of conflict in an interview.
20,4,shifted,nps,long,4,The dealer demonstrated at ten a brand new speedy silver sports car with chrome bumpers.
47,22,unshifted,np,short,5,Steven addressed a letter during break.
45,16,shifted,np,long,3,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
34,29,unshifted,nps,long,5,Mike dictated the words to a popular country song in the South last year.
24,12,shifted,np,long,4,The lawyer distributed with confidence each piece of the evidence in the tax fraud cases.
53,31,shifted,np,short,2,Jason forfeited with glee the race.
26,2,unshifted,nps,short,5,Mary mentioned the ads at tea.
14,8,unshifted,nps,short,5,Jake explained the figures on Friday.
42,29,shifted,nps,long,3,Mike dictated last year the words to a popular country song in the South.
18,8,unshifted,np,long,5,Jake released all of the facts for the import and export taxes on Friday.
19,12,shifted,nps,short,4,The lawyer acknowledged with confidence the dividends.
21,24,shifted,np,short,2,Sam donated on Sunday a treasure.
22,8,shifted,np,long,4,Jake released on Friday all of the facts for the import and export taxes.
1,29,unshifted,np,short,5,Mike recited the words last year.
3,15,shifted,nps,long,NA,The teacher announced with care some hard math concepts for the one hundred point final.
48,11,shifted,np,short,2,The woman described by phone the route.
49,8,shifted,np,short,2,Jake released on Friday the figures.
35,13,unshifted,nps,short,4,The editor acknowledged the details at supper.
46,14,unshifted,nps,short,5,The president announced the captain on Monday.
8,16,unshifted,np,short,5,Judy delivered a dress in March.
9,0,unshifted,nps,long,2,The manager exhibited the new line of bright summer beach and resort fashions at noon.
10,29,shifted,np,long,4,Mike recited last year the words to a popular country song in the South.
11,6,unshifted,np,short,5,Robert relinquished one plane ticket last semester.
12,13,shifted,np,short,5,The editor distributed at supper the details.
27,15,unshifted,np,short,4,The teacher introduced the test with care.
52,31,shifted,np,short,2,Jason forfeited with glee the race.
54,19,unshifted,np,long,1,The woman carried the birth and school records of the three young children in August.
37,10,shifted,nps,short,3,Alex indicated in detail the offer.
40,12,unshifted,nps,short,5,The lawyer acknowledged the dividends with confidence.
43,19,shifted,np,short,1,The woman carried in August the records.
51,14,unshifted,np,short,5,The president introduced the captain on Monday.
29,11,shifted,np,short,2,The woman described by phone the route.
30,23,shifted,np,long,3,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
23,17,unshifted,nps,long,2,Todd suggested a large package with lots of presents for small children at once.
45,7,unshifted,np,short,3,Donald relinquished some drafts with joy.
24,13,unshifted,np,long,4,The editor distributed the first drafts of a long article and book review at supper.
44,20,shifted,nps,short,3,David reported with hesitation the facts.
36,12,shifted,np,short,2,The lawyer distributed with confidence the dividends.
25,3,shifted,nps,short,4,Mark mentioned very quickly the flyers.
4,31,unshifted,nps,short,4,Jason broadcast the race with glee.
5,14,shifted,nps,long,4,The president announced on Monday the new vice chair of the first corporate finance group.
50,7,unshifted,np,short,5,Donald relinquished some drafts with joy.
38,31,unshifted,np,short,5,Jason forfeited the race with glee.
14,26,shifted,np,short,4,Janet transferred at dawn some graphs.
31,24,unshifted,np,long,4,Sam donated an old treasure chest with some silver and gold trinkets on Sunday.
15,5,unshifted,np,short,4,The manager transported the sports gear at three.
41,2,shifted,np,short,1,Mary returned at tea the ads.
16,21,unshifted,np,short,4,Jessica furnished the news last summer.
17,19,unshifted,np,long,3,The woman carried the birth and school records of the three young children in August.
18,12,unshifted,nps,short,4,The lawyer acknowledged the dividends with confidence.
28,24,unshifted,np,short,5,Sam donated a treasure on Sunday.
22,2,shifted,nps,short,3,Mary mentioned at tea the ads.
33,2,unshifted,np,long,2,Mary returned the used car ad for a Chevrolet with low mileage at tea.
48,8,unshifted,nps,short,4,Jake explained the figures on Friday.
34,26,shifted,np,long,5,Janet transferred at dawn some more specific plans for a brand new defense plant.
53,27,unshifted,nps,short,5,Bobby revealed the deeds at dusk.
8,29,unshifted,nps,long,5,Mike dictated the words to a popular country song in the South last year.
12,10,unshifted,np,long,5,Alex described each of the key points of conflict in an interview in detail.
27,2,shifted,nps,long,2,Mary mentioned at tea the used car ad for a Chevrolet with low mileage.
13,21,shifted,nps,long,5,Jessica reported last summer the awful news of the refugees in the Far East.
37,12,shifted,np,long,5,The lawyer distributed with confidence each piece of the evidence in the tax fraud cases.
40,10,unshifted,np,short,5,Alex described the offer in detail.
32,14,unshifted,nps,short,3,The president announced the captain on Monday.
42,11,unshifted,nps,short,5,The woman indicated the route by phone.
51,18,unshifted,np,long,5,Shelly carried top secret plans for a large fleet of defense missiles in May.
21,28,shifted,np,long,4,Kathy recited last night all three verses from an old and famous French poem.
29,17,shifted,nps,long,2,Todd suggested at once a large package with lots of presents for small children.
30,13,unshifted,np,short,4,The editor distributed the details at supper.
47,8,shifted,np,short,5,Jake released on Friday the figures.
2,27,shifted,np,long,2,Bobby transferred at dusk the short documents to the old mansion on the hill.
24,0,shifted,np,short,1,The manager presented at noon the styles.
4,16,shifted,nps,short,2,Judy suggested in March a dress.
46,10,unshifted,nps,long,5,Alex indicated each of the key points of conflict in an interview in detail.
50,14,shifted,nps,short,4,The president announced on Monday the captain.
38,22,unshifted,nps,long,5,Steven communicated a seven page letter with many details of the trip during break.
9,1,shifted,np,short,5,The contractor presented in July the display.
11,20,shifted,nps,short,5,David reported with hesitation the facts.
52,15,shifted,nps,long,4,The teacher announced with care some hard math concepts for the one hundred point final.
14,19,shifted,np,short,3,The woman carried in August the records.
31,8,shifted,nps,short,2,Jake explained on Friday the figures.
17,7,unshifted,nps,long,3,Donald proposed some great front row center seats for the last performance with joy.
18,13,shifted,np,long,4,The editor distributed at supper the first drafts of a long article and book review.
28,27,shifted,np,long,2,Bobby transferred at dusk the short documents to the old mansion on the hill.
22,18,shifted,np,short,1,Shelly carried in May notes.
1,24,shifted,np,long,3,Sam donated on Sunday an old treasure chest with some silver and gold trinkets.
23,23,shifted,nps,long,2,Raymond communicated very loudly a five page plan of withdrawal for the allied troops.
49,17,unshifted,nps,short,4,Todd suggested some gifts at once.
53,9,shifted,nps,long,4,Brian explained at lunch all of the answers on the twenty point English quiz.
5,8,shifted,nps,long,4,Jake explained on Friday all of the facts for the import and export taxes.
26,14,unshifted,np,long,4,The president introduced the new vice chair of the first corporate finance group on Monday.
6,0,unshifted,nps,short,5,The manager exhibited the styles at noon.
7,7,unshifted,nps,long,2,Donald proposed some great front row center seats for the last performance with joy.
10,31,unshifted,nps,long,3,Jason broadcast all of the winnings for the past seven horse races with glee.
12,7,shifted,np,short,5,Donald relinquished with joy some drafts.
27,30,shifted,nps,short,2,Amy broadcast last week the game.
13,30,shifted,np,short,4,Amy forfeited last week the game.
54,2,shifted,nps,long,2,Mary mentioned at tea the used car ad for a Chevrolet with low mileage.
37,5,unshifted,nps,short,5,The manager demonstrated the sports gear at three.
15,8,shifted,np,long,2,Jake released on Friday all of the facts for the import and export taxes.
41,20,unshifted,np,short,5,David furnished the facts with hesitation.
19,2,shifted,nps,short,3,Mary mentioned at tea the ads.
43,15,shifted,np,long,4,The teacher introduced with care some hard math concepts for the one hundred point final.
51,31,shifted,np,long,3,Jason forfeited with glee all of the winnings for the past seven horse races.
29,12,unshifted,np,short,5,The lawyer distributed the dividends with confidence.
30,31,unshifted,np,long,3,Jason forfeited all of the winnings for the past seven horse races with glee.
47,31,unshifted,nps,short,5,Jason broadcast the race with glee.
33,28,shifted,nps,long,5,Kathy dictated last night all three verses from an old and famous French poem.
48,6,unshifted,np,short,5,Robert relinquished one plane ticket last semester.
45,24,unshifted,np,long,4,Sam donated an old treasure chest with some silver and gold trinkets on Sunday.
24,11,unshifted,nps,short,5,The woman indicated the route by phone.
36,29,shifted,nps,short,1,Mike dictated last year the words.
35,28,unshifted,nps,short,5,Kathy dictated the poem last night.
46,19,shifted,np,short,1,The woman carried in August the records.
52,9,shifted,nps,long,4,Brian explained at lunch all of the answers on the twenty point English quiz.
39,3,shifted,nps,short,4,Mark mentioned very quickly the flyers.
32,15,shifted,np,long,4,The teacher introduced with care some hard math concepts for the one hundred point final.
16,16,unshifted,nps,short,4,Judy suggested a dress in March.
17,20,unshifted,nps,long,4,David reported the facts on the strange bank robbery crimes in Utah with hesitation.
20,14,shifted,nps,short,2,The president announced on Monday the captain.
22,11,unshifted,np,short,5,The woman described the route by phone.
1,1,shifted,np,long,4,The contractor presented in July the plans for a lagoon and waterfall with red clay.
3,7,shifted,np,long,4,Donald relinquished with joy some great front row center seats for the last performance.
23,1,unshifted,nps,long,4,The contractor exhibited the plans for a lagoon and waterfall with red clay in July.
49,27,shifted,nps,long,3,Bobby revealed at dusk the short documents to the old mansion on the hill.
44,17,shifted,nps,long,5,Todd suggested at once a large package with lots of presents for small children.
5,16,shifted,np,short,2,Judy delivered in March a dress.
50,24,unshifted,np,long,4,Sam donated an old treasure chest with some silver and gold trinkets on Sunday.
11,22,shifted,np,long,5,Steven addressed during break a seven page letter with many details of the trip.
12,19,shifted,nps,long,5,The woman disclosed in August the birth and school records of the three young children.
27,14,shifted,np,short,2,The president introduced on Monday the captain.
31,3,unshifted,nps,short,5,Mark mentioned the flyers very quickly.
54,5,unshifted,np,long,4,The manager transported the new sports line of running shoes and bicycling gear at three.
40,7,shifted,np,long,3,Donald relinquished with joy some great front row center seats for the last performance.
15,1,unshifted,nps,long,3,The contractor exhibited the plans for a lagoon and waterfall with red clay in July.
41,26,unshifted,nps,long,4,Janet revealed some more specific plans for a brand new defense plant at dawn.
43,10,unshifted,nps,long,4,Alex indicated each of the key points of conflict in an interview in detail.
51,12,unshifted,nps,long,3,The lawyer acknowledged each piece of the evidence in the tax fraud cases with confidence.
29,22,shifted,np,long,2,Steven addressed during break a seven page letter with many details of the trip.
30,2,shifted,np,short,2,Mary returned at tea the ads.
33,22,shifted,np,short,1,Steven addressed during break a letter.
2,21,shifted,nps,long,2,Jessica reported last summer the awful news of the refugees in the Far East.
53,2,unshifted,nps,short,4,Mary mentioned the ads at tea.
36,9,unshifted,nps,short,5,Brian explained the quiz at lunch.
35,23,shifted,nps,long,3,Raymond communicated very loudly a five page plan of withdrawal for the allied troops.
46,9,shifted,np,long,2,Brian released at lunch all of the answers on the twenty point English quiz.
7,2,shifted,nps,long,2,Mary mentioned at tea the used car ad for a Chevrolet with low mileage.
52,5,shifted,nps,short,2,The manager demonstrated at three the sports gear.
14,13,shifted,nps,short,4,The editor acknowledged at supper the details.
39,21,unshifted,np,short,4,Jessica furnished the news last summer.
37,24,unshifted,np,short,5,Sam donated a treasure on Sunday.
16,5,shifted,nps,long,1,The manager demonstrated at three the new sports line of running shoes and bicycling gear.
42,20,unshifted,np,long,4,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
18,5,shifted,nps,short,3,The manager demonstrated at three the sports gear.
20,2,shifted,np,short,2,Mary returned at tea the ads.
28,26,unshifted,nps,short,3,Janet revealed some graphs at dawn.
21,13,shifted,np,long,4,The editor distributed at supper the first drafts of a long article and book review.
47,15,unshifted,np,short,5,The teacher introduced the test with care.
48,29,unshifted,nps,short,4,Mike dictated the words last year.
24,20,unshifted,np,long,1,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
44,0,unshifted,np,long,4,The manager presented the new line of bright summer beach and resort fashions at noon.
4,26,unshifted,np,long,4,Janet transferred some more specific plans for a brand new defense plant at dawn.
50,21,shifted,nps,short,2,Jessica reported last summer the news.
8,12,unshifted,np,long,5,The lawyer distributed each piece of the evidence in the tax fraud cases with confidence.
27,24,unshifted,nps,short,2,Sam recommended a treasure on Sunday.
54,6,shifted,nps,long,1,Robert proposed last semester one round trip plane ticket from New York to Atlanta.
32,13,shifted,nps,short,5,The editor acknowledged at supper the details.
41,6,shifted,np,short,1,Robert relinquished last semester one plane ticket.
